ID_Line;ExternalCode_Line;Name_Line;ShortName_Line;TransportMode;TransportSubmode;OperatorRef;OperatorName;NetworkRef;NetworkName;ID_GroupOfLines;ShortName_GroupOfLines;Accessibility
C02205;100100098:PC;PC;PC;bus;;100;RATP;68;RATP;A02301;PC;0
C02170;027027009:9;9;9;bus;;027;CARS HOURTOULE;;;A02285;PLAISIR-GRIGNON (GARE) - PLAISIR (MARCHE);0
C01725;228228017:17;17;17;bus;localBus;228;PROCARS;;;;;0
C00324;019019001:01;01;01;bus;localBus;019;TRANSDEV IDF MONTESSON LA BOUCLE;741;Scolaire Est Yvelines;A00301;ST-GERMAIN-EN-LAYE (Lycée International) - RUEIL-MALMAISON (RER);0
C00338;287094001:GOCparis;GO C Paris;GO Cparis;bus;regionalBus;287;KEOLIS ORLY RUNGIS;77;Seine Sénart Bus;A00317;THIAIS (pont de rungis) - ORLY (Aéroport d'Orly);0
C00522;039039351:39-35A;39-35 A Cernay - Choisel - Dampierre - Chevreuse - Collège P. de Coubertin;39-35 A;bus;;039;SAVAC;74;SAVAC;A00444;CHEVREUSE (Desserte du collège Pierre de Coubertin) - CHEVREUSE;0
C00510;039039286:39-28F;39-28 F Limours - Forges - Vaugrigneuse - Collège J. Monnet;39-28 F;bus;;039;SAVAC;74;SAVAC;A00438;BRIIS-SOUS-FORGES (Collège Jean MONNET) - BRIIS-SOUS-FORGES (COLLEGE JEAN MONNET);0
C00506;039039282:39-28B;39-28 B St-Maurice - Vaugrigneuse - Collège J. Monnet;39-28 B;bus;;039;SAVAC;74;SAVAC;A00438;BRIIS-SOUS-FORGES (Collège Jean MONNET) - BRIIS-SOUS-FORGES (COLLEGE JEAN MONNET);0
C00573;045045003:K;K;K;bus;regionalBus;045;STRAV;91;STRAV;A00483;VILLENEUVE-ST-GEORGES (GARE ROUTIERE) - CRETEIL (EDISON);1
C00547;010240010:10;10;10;bus;localBus;010;CEAT;7;Arlequin;A00460;NOISIEL (R.E.R.) - BRIE-COMTE-ROBERT (VICTOR HUGO);0
C00479;038595040:Navette;NAVETTE;Navette;bus;localBus;038;CARS ROSE;401;Commune de Bouffemont;A01287;Navette Bouffemont;0
C00524;039039036:39-36;39-36 Auffargis - Vieille-Eglise - Collège C. de Vivonne;39-36;bus;;039;SAVAC;74;SAVAC;A00445;RAMBOUILLET (Collège C. de Vivonne) - AUFFARGIS (Petite Hogue);0
C00283;015015052:52;52;52;bus;localBus;015;CSO;31;CSO;A00266;POISSY (SAINT LOUIS) - POISSY (HOPITAL);0
C01066;098098002:DIRECT2;LE BUS DIRECT 2;DIRECT 2;bus;airportLinkBus;098;LE BUS DIRECT;178;LE BUS DIRECT;A00920;ROISSY-EN-FRANCE (CDG 2) - PARIS-7 (PLACE DE L'ETOILE);1
C01065;098098001:DIRECT1;LE BUS DIRECT 1;DIRECT 1;bus;airportLinkBus;098;LE BUS DIRECT;178;LE BUS DIRECT;A00919;ORLY (AEROGARD SUD) - PARIS-8 (PLACE DE L'ETOILE);1
C00500;039039017:39-17;39-17 St-Rémy-lès-Chevreuse - La Verrière;39-17;bus;;039;SAVAC;74;SAVAC;A00434;ST-REMY-LES-CHEVREUSE (Gare RER) - LA VERRIERE (gare SNCF);0
C00533;039039403:39-403;39-403 St-Rémy-lès-Chevreuse - Rhodon - Chevreuse;39-403;bus;;039;SAVAC;74;SAVAC;A00451;ST-REMY-LES-CHEVREUSE (Gare RER) - CHEVREUSE (Petits ponts.);0
C00133;011011322:3;3;3;bus;;011;TRANSDEV IDF ECQUEVILLY;224;Express 19 Les Mureaux - Versailles;A00125;Les Mureaux (Centre hospitalier) - Les Mureaux (Gare SNCF);0
C00140;011195023:95-23;95-23;95-23;bus;;011;TRANSDEV IDF ECQUEVILLY;16;Busval d'Oise;A00132;BANTHELU (EGLISE) - PONTOISE (LA POSTE);0
C02138;101261124:4s;4s;4s;bus;;101;STBC;6;Apolo 7;A01276;CHELLES (Gare Routière) - CLAYE-SOUILLY (mairie);0
C02113;040240004:43;43;43;bus;;040;SETRA;82;SITUS;A00468;SUCY-EN-BRIE (R.E.R.) - SUCY-EN-BRIE (Lycée de Sucy);0
C01033;092092001:1;1;1;bus;;092;TVS;111;TVS;A00886;BRAY-ET-LU (SALLE DES FETES) - VERNON (SAINT ADJUTOR);0
C02232;067067120:Ms;Ms;Ms;bus;;067;MARNE ET MORIN;;;A00783;ARMENTIERES-EN-BRIE - TRILPORT;0
C01049;097097029:29A;29A - COULOMMIERS LA FERTE GAUCHER CES;29A;bus;localBus;097;DARCHE GROS;99;TRAMY;A00902;COULOMMIERS (GAMBETTA) - LA FERTE-GAUCHER (COLLEGE JEAN CAMPIN);0
C00835;064608024:5;5;5;bus;regionalBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00719;NEMOURS (CARREFOUR DE L'EUROPE) - ST-PIERRE-LES-NEMOURS (NEMOURS BEAUREGARD);0
C01059;097097040:40;40;40;bus;localBus;097;DARCHE GROS;63;Pays Fertois;A00912;SEPT-SORTS (ZI Le Hainault) - LA FERTE-SOUS-JOUARRE (GARE SNCF);0
C00900;067067003:F;F;F;bus;regionalBus;067;MARNE ET MORIN;62;Pays de Meaux;A00769;NANTEUIL-LES-MEAUX (BRUYERES) - MEAUX (GARE ROUTIERE);0
C01458;210210109:001;FFOURCHES LONGUEVILLE PROVINS;001;bus;regionalBus;210;CARS MOREAU;18;CARS MOREAU;A01306;BRAY-SUR-SEINE - PROVINS;0
C01437;208208004:C;C;C;bus;localBus;208;INTERVAL;84;Siyonne;A01291;MONTEREAU-FAUT-YONNE (Gare SNCF) - ST-GERMAIN-LAVAL (Nanon);0
C01040;097097010:10;10;10;bus;localBus;097;DARCHE GROS;99;TRAMY;A00893;MEILLERAY (PLACE) - COULOMMIERS (CITE SCOLAIRE);0
C01061;097097042:42;42;42;bus;localBus;097;DARCHE GROS;99;TRAMY;A00914;COULOMMIERS (Gare SNCF) - DAGNY (Mairie);0
C01067;098098003:DIRECT3;LE BUS DIRECT 3;DIRECT 3;bus;;098;LE BUS DIRECT;178;LE BUS DIRECT;A00921;ROISSY-EN-FRANCE (CDG 1) - PARAY-VIEILLE-POSTE (Gare routière Orly Sud);1
C01459;210210111:211;211;211;bus;localBus;210;CARS MOREAU;18;CARS MOREAU;A01306;BRAY-SUR-SEINE - PROVINS;0
C01478;212212012:12;12;12;bus;localBus;212;TRANSDEV IDF CONFLANS;83;SIVOM---Maisons-Laffitte et Le Mesnil Le Roi;A01318;MAISONS-LAFFITTE (GARE) - MAISONS-LAFFITTE (MAIRIE);0
C01561;269269002:9;9;9;bus;regionalBus;006;LES CARS D'ORSAY;48;Mobicaps;A01407;LES ULIS (CENTRE COMMERCIAL ULIS 2) - JOUY-EN-JOSAS (GARE DE JOUY-EN JOSAS);0
C01464;210210204:002;LIGNE 2;002;bus;regionalBus;210;CARS MOREAU;18;CARS MOREAU;A01307;FONTAINE-FOURCHES (CALVAIRE) - MONTEREAU-FAUT-YONNE (GARE SNCF);0
C01467;210210209:BRAY9;BRAY 9;BRAY 9;bus;localBus;210;CARS MOREAU;18;CARS MOREAU;A01307;FONTAINE-FOURCHES (CALVAIRE) - MONTEREAU-FAUT-YONNE (GARE SNCF);0
C01545;231231001:CDG;Magical Shuttle CDG;CDG;bus;expressBus;231;MAGICAL SHUTTLE;116;VEA;A01382;Desserte Disney : CHESSY (RER) - TORCY - ORLY (AEROPORT);0
C01469;210210211:204;204;204;bus;localBus;210;CARS MOREAU;18;CARS MOREAU;A01307;FONTAINE-FOURCHES (CALVAIRE) - MONTEREAU-FAUT-YONNE (GARE SNCF);0
C01554;251195041:95-41;95-41;95-41;bus;regionalBus;251;TIM BUS;16;Busval d'Oise;A01399;MAGNY-EN-VEXIN (STOC) - PONTOISE (HOPITAL);0
C01515;228228051:NANGIBUSV;NANGIBUS VERT;NANGIBUSV;bus;regionalBus;228;PROCARS;67;PROCARS;A01355;NANGIS (GARE SNCF) - NANGIS (GARE SNCF);0
C01507;228228011:11;11;11;bus;regionalBus;228;PROCARS;67;PROCARS;A01348;PROVINS (VILLE HAUTE) - NOGENT-SUR-SEINE (THEATRE);0
C01509;228228013:13;13;13;bus;regionalBus;228;PROCARS;67;PROCARS;A01350;BRAY-SUR-SEINE - CHESSY (RER);0
C00821;064608008:8A;8A;8A;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00705;CHAMPAGNE-SUR-SEINE (PLACE SCHNEIDER) - NEMOURS (CITE SCOLAIRE);0
C00833;064608021:2;2;2;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00717;ST-PIERRE-LES-NEMOURS (FROMONCEAU) - ST-PIERRE-LES-NEMOURS (CHAINTREAUVILLE);0
C00716;056356031:Nuit1;Phébus de Nuit 1;Nuit 1;bus;nightBus;056;KEOLIS VERSAILLES;65;Phébus;A00624;VERSAILLES - LA CELLE-ST-CLOUD;1
C00826;064608013:13A;13A;13A;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00710;ARVILLE (Mairie) - ST-PIERRE-LES-NEMOURS (gare SNCF);0
C00820;064608007:7A;7A;7A;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00704;NEMOURS (GARE ROUTIERE) - FONTAINEBLEAU (FRANCOIS 1ER);0
C00822;064608009:9A;9A;9A;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00706;VOULX (VAUCORNEILLE) - NEMOURS (CITE SCOLAIRE);0
C00773;059440047:47;47;47;bus;localBus;059;STIVO;90;STIVO;A00666;VAUREAL (LA BUSSIE) - JOUY-LE-MOUTIER (CROIX ST JACQUES);0
C00792;062062045:45;45;45;bus;localBus;062;TRANSDEV IDF VULAINES;103;TRANSDEV IDF VULAINES;A00679;CHARTRETTES - FONTAINEBLEAU;0
C00778;059440049:49;49;49;bus;regionalBus;059;STIVO;90;STIVO;A00668;CERGY (PREFECTURE) - NEUVILLE-SUR-OISE ( UNIVERSITE);1
C00581;045045011:B;B;B;bus;regionalBus;045;STRAV;91;STRAV;A00491;YERRES (CIMETIERE) - CRETEIL (EDISON);0
C01810;010010007:108;108;108;bus;localBus;010;CEAT;24;CEAT;A00080;STE-GENEVIEVE-DES-BOIS (ZI Croix Blanche) - PARIS-14 (Porte d'Orléans);0
C01705;010010005:S3;S3;S3;bus;localBus;010;CEAT;37;Génovébus;A00079;STE-GENEVIEVE-DES-BOIS (GARE RER) - STE-GENEVIEVE-DES-BOIS (L SAMPAIX);0
C01960;064608007:7D;7D;7D;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00704;NEMOURS (GARE ROUTIERE) - FONTAINEBLEAU (FRANCOIS 1ER);0
C01726;228771009:PROBUSsco;PROBUS scolaire;PROBUSsco;bus;localBus;228;PROCARS;67;PROCARS;A01361;PROVINS (GARE SNCF) - PROVINS (GARE SNCF);0
C01824;013013104:D;D;D;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;273;rbus;A01748;RAMBOUILLET(BERGERIE) - RAMBOUILLET (SAINT HUBERT);0
C01812;010010016:206B;206B;206B;bus;localBus;010;CEAT;24;CEAT;A00085;La Ferté Alais (Gare RER) - Lardy (Gare de Bouray);0
C01763;010010002:102;102;102;bus;localBus;010;CEAT;24;CEAT;A00076;MAROLLES-EN-HUREPOIX (Gare) - MAROLLES-EN-HUREPOIX (Gare);0
C01766;010010029:116;116;116;bus;localBus;010;CEAT;24;CEAT;A02133;Gare d'Epinay - EPINAY SUR ORGE;0
C01828;111593303:3;3;3;bus;localBus;111;MOBICITE;593;Titus;A01779;Titus 3 (verte);0
C01724;228228010:10;10;10;bus;localBus;228;PROCARS;67;PROCARS;;;0
C01571;291191010:91-10;EXPRESS 91-10;91-10;bus;expressBus;291;ALBATRANS;5;Albatrans;A01417;MONTIGNY-LE-BRETONNEUX (SAINT QUENTIN GARE) - ORLY (ORLY OUEST);0
C01663;010010007:109;109;109;bus;localBus;010;CEAT;24;CEAT;A00080;STE-GENEVIEVE-DES-BOIS (ZI Croix Blanche) - PARIS-14 (Porte d'Orléans);0
C01570;291191009:91-09;EXPRESS 91-09;91-09;bus;expressBus;291;ALBATRANS;5;Albatrans;A01416;YERRES (gare routère) - EVRY (gare routière);1
C01566;291191005:91-05;EXPRESS 91-05;91-05;bus;expressBus;291;ALBATRANS;5;Albatrans;A01412;EVRY - PALAISEAU (GARE MASSY-PALAISEAU);0
C01674;212212024:A2;A2;A2;bus;regionalBus;212;TRANSDEV IDF CONFLANS;29;Conflans Achères;A01321;ACHERES (GARE) - ACHERES (GARE);0
C01563;291191002:91-02;EXPRESS 91-02;91-02;bus;expressBus;291;ALBATRANS;5;Albatrans;A01409;DOURDAN (GARE RER) - ORSAY (RER);0
C01602;350350005:E;E;E;bus;regionalBus;350;TVM;92;TAM;A01454;MANTES-LA-VILLE - MANTES-LA-JOLIE (SNCF);0
C01697;006006023:21;21;21;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A01764;?;0
C01699;006006025:23;23;23;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A01766;?;0
C01698;006006024:22;22;22;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A01765;?;0
C01048;097097027:27;27;27;bus;localBus;097;DARCHE GROS;99;TRAMY;A00901;COULOMMIERS (CITE SCOLAIRE) - REBAIS (COLLEGE JACQUES PREVERT);0
C00786;062062012:4;4.;4.;bus;localBus;062;TRANSDEV IDF VULAINES;4;Aérial;A00675;AVON (FONTAINEBLEAU) - HERICY (VULAINES SAMOREAU);0
C00915;067067020:M;M;M;bus;localBus;067;MARNE ET MORIN;62;Pays de Meaux;A00783;ARMENTIERES-EN-BRIE - TRILPORT;0
C00902;067067005:C;C;C;bus;regionalBus;067;MARNE ET MORIN;62;Pays de Meaux;A00771;MEAUX (Gare SNCF) - MEAUX (GARE SNCF);0
C00769;059440042:42;42;42;bus;regionalBus;059;STIVO;90;STIVO;A00662;CERGY ( PREFECTURE) - PONTOISE (LES BEURRIERS);1
C00771;059440044:44;44;44;bus;localBus;059;STIVO;90;STIVO;A00664;PONTOISE (Gare) - CERGY (RER CERGY-ST-CHRISTOPHE);0
C00959;067167009:I;I;I;bus;localBus;067;MARNE ET MORIN;62;Pays de Meaux;A00824;MEAUX - MEAUX;0
C01971;064608014:14B;14B;14B;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00711;CHATEAU-LANDON (Mocpoix) - SOUPPES-SUR-LOING (Office du tourisme);0
C01753;066066036:S5;S5;S5;bus;localBus;066;TRANSDEV IDF VAUX LE PENIL;599;MELIBUS;A00695;BOISSISE-LE-ROI - DAMMARIE-LES-LYS - LE MEE-SUR-SEINE;0
C01965;064608011:11B;11B;11B;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00708;BRANSLES (ARISTIDE BRIAND) - ST-PIERRE-LES-NEMOURS (GARE SNCF);0
C01966;064608011:11C;11C;11C;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00708;BRANSLES (ARISTIDE BRIAND) - ST-PIERRE-LES-NEMOURS (GARE SNCF);0
C01822;016616017:17;17;17;bus;localBus;016;TVO;70;R'bus;A02157;ARGENTEUIL (Gare du Val d'Argenteuil) - ARGENTEUIL (Parc d'activités du Val d'Argent);0
C01975;010010001:320;320;320;bus;localBus;010;CEAT;24;CEAT;A00075;LARDY (Gare SNCF) - ETRECHY - ETAMPES (Gare SNCF);0
C01751;045045030:O2;O2;O2;bus;localBus;045;STRAV;91;STRAV;A00502;CROSNE (PLAINE HAUTE) - CRETEIL (EDISON);0
C01829;111593304:4;4;4;bus;localBus;111;MOBICITE;593;Titus;A01780;Titus 4 (bleue);0
C01937;015015006:1;1;1;bus;localBus;015;CSO;31;CSO;A00249;CARRIERES-SOUS-POISSY;0
C01702;039262262:262;262 Versailles - St-Rémy-lès-Chevreuse;262;bus;;039;SAVAC;74;SAVAC;A00453;?;0
C01987;005005045:45;45;45;bus;localBus;005;TRANSDEV IDF HOUDAN;915;Houdanais;A02200;ARNOUVILLE-LES-MANTES - MONTFORT-L'AMAURY;0
C01978;010010001:323;323;323;bus;localBus;010;CEAT;24;CEAT;A00075;LARDY (Gare SNCF) - ETRECHY - ETAMPES (Gare SNCF);0
C01867;050050020:20;20;20;bus;;050;TRANS VAL D'OISE;101;Trans Val d'Oise;A02161;VILLIERS-LE-BEL (Gare RER) - VILLEPINTE (Parc des Expositions RER);1
C02086;059440055:55;55;55;bus;regionalBus;059;STIVO;;;A02289;ST-OUEN-L'AUMONE (LIESSE RER) - CONFLANS-STE-HONORINE (GARE);0
C02192;065487060:62B;62B;62B;bus;localBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00738;SAVIGNY-LE-TEMPLE (Les Ormes/Médiathèque/Savigny Gare RER) - VOISENON (Collège/Sonia Delaunay);0
C02110;097097037:37RPI;37RPI - OZOUER LE VOULGIS CHAMPDEUIL MELUN;37RPI;bus;localBus;097;DARCHE GROS;122;Yerres;A00909;MELUN (place de l'ermitage/gare sncf) - OZOUER-LE-VOULGIS (les Etards);0
C02159;063063021:21;21;21;bus;localBus;063;TRANSDEV IDF ST FARGEAU PONTHIERRY;123;Réseau du Canton de Perthes;A00691;ST-FARGEAU-PONTHIERRY (baticop) - AVON (Lycée Uruguay);0
C02091;097216028:28C;28C - FONTENAY ROZAY COULOMMIERS;28C;bus;localBus;097;DARCHE GROS;85;Sol'R;A00917;FONTENAY-TRESIGNY (rue bertaux) - ROZAY-EN-BRIE - COULOMMIERS (cité scolaire);0
C02163;065487020:52;52;52;bus;regionalBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00731;COMBS-LA-VILLE (gare rer) - VAUX-LE-PENIL (LYCEE S,SIGNORET);0
C02099;038038002:3805;3805;3805;bus;localBus;038;CARS ROSE;404;VALBUS;A00421;ATTAINVILLE (MAIRIE) - MONTMORENCY (HOTEL DE VILLE / LYCEE);0
C02185;013013006:62;62;62;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;1027;Dourdanais;A00152;DOURDAN (LA FORET) - LIMOURS (MONUMENT);0
C02189;065487042:42P;42P;42P;bus;localBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00736;CESSON - VERT-ST-DENIS;0
C02103;045045022:R2;R2;R2;bus;localBus;045;STRAV;121;VyBus;A00497;YERRES (LETHUMIERE) - BRUNOY (L.TALMA);0
C01924;085691002:TADSudEssonne;TAD Sud Essonne;TAD Sud Essonne;bus;demandAndResponseBus;085;CARS PERRON;;;A01824;TAD Sud Essonne;0
C00926;067067035:35;35;35;bus;localBus;067;MARNE ET MORIN;63;Pays Fertois;A00793;LA FERTE-SOUS-JOUARRE (Gare SNCF) - CHANGIS-SUR-MARNE - SIGNY-SIGNETS - PIERRE-LEVEE (place St Claude);0
C00925;067067034:34sco;34 Scolaire;34sco;bus;localBus;067;MARNE ET MORIN;63;Pays Fertois;A00792;VERDELOT (Mairie) - SABLONNIERES - BOITRON - LA FERTE-SOUS-JOUARRE (Gare SNCF);0
C01496;227227001:227-06;227-06;227-06;bus;localBus;227;ORGEBUS;56;Orgebus;A01337;BRETIGNY-SUR-ORGE (Maison neuve CC) - ST-MICHEL-SUR-ORGE (Chemin de Brétigny);1
C01063;097177017:17;17;17;bus;expressBus;097;DARCHE GROS;76;Seine et Marne Express;A00916;LA FERTE-GAUCHER (AVENUE DE REBAIS) - CHESSY (GARE RER);0
C00927;067067040:40;40;40;bus;localBus;067;MARNE ET MORIN;61;Pays de l'Ourcq;A00794;LE PLESSIS-PLACY (Beauval) - LIZY-SUR-OURCQ (gare S.N.C.F.);0
C01450;208258308:203;203;203;bus;localBus;208;INTERVAL;28;Comète;A01304;MORET-SUR-LOING (PLACE DU PONT) - FONTAINEBLEAU (CHÂTEAU);0
C00945;067067060:60;60;60;bus;localBus;067;MARNE ET MORIN;60;Pays Créçois;A00808;QUINCY-VOISINS (RUE DE CRECY) - CHESSY (RER);0
C01439;208208012:G;G;G;bus;localBus;208;INTERVAL;84;Siyonne;A01293;LA GRANDE-PAROISSE (GARE SNCF) - MONTEREAU-FAUT-YONNE (GARE SNCF);0
C01596;293193645:645;645;645;bus;localBus;293;TRA;184;Seine-Saint-Denis;A01443;MONTFERMEIL (Hopital) - COUBRON (Corot);0
C01153;100100124:124;124;124;bus;;100;RATP;68;RATP;A01008;124;1
C00896;066066030:Jd;Jd;Jd;bus;localBus;066;TRANSDEV IDF VAUX LE PENIL;599;MELIBUS;A00764;SEINE-PORT (Sainte Assise) - MELUN (Gare routière du Mail);0
C00895;066066030:J;J;J;bus;localBus;066;TRANSDEV IDF VAUX LE PENIL;599;MELIBUS;A00764;SEINE-PORT (Sainte Assise) - MELUN (Gare routière du Mail);0
C00913;067067018:18;18;18;bus;localBus;067;MARNE ET MORIN;60;Pays Créçois;A00781;CRECY-LA-CHAPELLE (ANCIENNE GENDARMERIE) - MEAUX (COUBERTIN);0
C00881;066066024:E;E;E;bus;regionalBus;066;TRANSDEV IDF VAUX LE PENIL;599;MELIBUS;A00760;DAMMARIE-LES-LYS (CHAMLYS) - MELUN (C.C. ALMONT);1
C00904;067067007:7;7;7;bus;localBus;067;MARNE ET MORIN;60;Pays Créçois;A00773;MONTRY (RN 34) - ESBLY (GARE COLLEGE LOUIS BRAILLE);0
C00906;067067008:8B;8B;8B;bus;localBus;067;MARNE ET MORIN;60;Pays Créçois;A00774;CRECY-LA-CHAPELLE (GARE SNCF) - CRECY-LA-CHAPELLE (GARE SNCF);0
C00907;067067008:8C;8C;8C;bus;localBus;067;MARNE ET MORIN;60;Pays Créçois;A00774;CRECY-LA-CHAPELLE (GARE SNCF) - CRECY-LA-CHAPELLE (GARE SNCF);0
C00894;066066007:S3;S3;S3;bus;localBus;066;TRANSDEV IDF VAUX LE PENIL;599;MELIBUS;A00696;SEINE-PORT (GARE ROUTIERE) - FONTAINE-FOURCHES;0
C00884;066066026:N;N;N;bus;localBus;066;TRANSDEV IDF VAUX LE PENIL;599;MELIBUS;A00762;DAMMARIE-LES-LYS (PEGUY) - VAUX-LE-PENIL (MAIRIE);1
C01863;800:TER;TER Picardie (2);TER Picardie (2);rail;;800;SNCF;93;TER;A02181;TER Picardie (2);0
C02024;024024229:229;229;229;bus;localBus;024;KEOLIS SEINE ESSONNE;1045;Trans'Essonne;A02243;Le Coudray Montceaux - Mennecy;0
C01851;800:C;C;C;bus;;800;SNCF;71;RER;A01840;Pontoise / Versailles R. Gauche / St-Quentin en Y. - Versailles Ch. / Dourdan la F. / St-Martin d'E.;0
C01999;800850012:T11;T11 EXPRESS;T11;tram;;800;SNCF;98;TRAMWAY;A02225;T11E Epinay-sur-seine - Le Bourget;1
C00199;014014217:17;17;17;bus;;014;CIF;25;CIF;A00205;VILLEPARISIS (Place du marché) - VILLEPARISIS (Place du marché);0
C00198;014014016:16;16;16;bus;;014;CIF;25;CIF;A00180;VILLEPARISIS (RER) - MITRY-MORY - COMPANS (Mairie);0
C01780;100100587:THIAIS;LA NAVETTE DE THIAIS;THIAIS;bus;;100;RATP;68;RATP;A02140;587 (NAVETTE THIAIS);1
C01738;800:K;K;K;rail;;800;SNCF;97;TRAIN;A02175;Gare du Nord - Crépy en Valois;0
C00122;011011071:71;71;71;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00114;NOISY-LE-GRAND (Tuilerie Bignon) - LA CELLE-ST-CLOUD (Lycée Corneille);0
C00130;011011313:313;313;313;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00122;LES MUREAUX (lycee villon) - VAUX-SUR-SEINE (Gare);0
C00075;006006014:14;14;14;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A01713;PALAISEAU (Ecole Polytechnique) - MASSY (Gare RER B de Massy Palaiseau);1
C00072;006006007:7;7;7;bus;regionalBus;006;LES CARS D'ORSAY;48;Mobicaps;A00067;ORSAY (GARE D'ORSAY - L'YVETTE) - ORSAY (CORBEVILLE - PLATEAU DE MOULON);0
C00113;011011017:17;17;17;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00105;MAULE (GARE SNCF) - VERSAILLES (GARE RIVE DROITE);0
C00071;006006007:6;6;6;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A00067;ORSAY (GARE D'ORSAY - L'YVETTE) - ORSAY (CORBEVILLE - PLATEAU DE MOULON);0
C00086;010010005:1;1;1;bus;regionalBus;010;CEAT;37;Génovébus;A00079;STE-GENEVIEVE-DES-BOIS (GARE RER) - STE-GENEVIEVE-DES-BOIS (L SAMPAIX);0
C00089;010010005:4;4;4;bus;regionalBus;010;CEAT;37;Génovébus;A00079;STE-GENEVIEVE-DES-BOIS (GARE RER) - STE-GENEVIEVE-DES-BOIS (L SAMPAIX);0
C00088;010010005:3;3;3;bus;regionalBus;010;CEAT;37;Génovébus;A00079;STE-GENEVIEVE-DES-BOIS (GARE RER) - STE-GENEVIEVE-DES-BOIS (L SAMPAIX);0
C00106;011011002:2;2;2;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00098;LES MUREAUX (SNCF) - PONTOISE;0
C00145;012012009:9A;9A;9A;bus;localBus;012;TRANSDEV IDF MONTESSON LES RABAUX;32;Entre Seine et Forêt;A00137;MARLY-LE-ROI (GARE SNCF) - MARLY-LE-ROI (GARE SNCF);0
C00127;011011180:18;18;18;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00119;VILLIERS-ST-FREDERIC - LES MUREAUX - AUBERGENVILLE - MEULAN;0
C00152;012012018:18;18;18;bus;localBus;012;TRANSDEV IDF MONTESSON LES RABAUX;32;Entre Seine et Forêt;A00141;MARLY-LE-ROI (Gare) - MARLY-LE-ROI (gare);0
C00178;013013025:25;25;25;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A00163;ST-ARNOULT-EN-YVELINES - ABLIS - PRUNAY-EN-YVELINES;0
C00165;013013004:04;04;04;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A00150;RAMBOUILLET (SNCF prairie) - LIMOURS (MONUMENT);0
C00308;016616006:6;6;6;bus;regionalBus;016;TVO;70;R'bus;A00281;ARGENTEUIL (GARE) - HOUILLES-CARRIERES-SUR-SEINE (RER);1
C00315;016096001:14;14;14;bus;regionalBus;016;TVO;114;Valmy;A00283;ENGHIEN-LES-BAINS - ERMONT;0
C00123;011011077:77;77;77;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00115;?;0
C00516;039039313:39-30C;39-30 C St-Arnoult - Bullion - Bonnelles - Collège M. Vignaud/Lycée J. Verne;39-30 C;bus;;039;SAVAC;74;SAVAC;A00440;LIMOURS (Lycée Jules VERNES) - LIMOURS (Desserte du lycée Jules Verne);0
C00515;039039312:39-30B;39-30 B Pecqueuse - Forges - Limours - Collège M. Vignaud/Lycée J. Verne;39-30 B;bus;;039;SAVAC;74;SAVAC;A00440;LIMOURS (Lycée Jules VERNES) - LIMOURS (Desserte du lycée Jules Verne);0
C00574;045045004:J1;J1;J1;bus;regionalBus;045;STRAV;91;STRAV;A00484;VILLENEUVE-ST-GEORGES (RER D) - BOISSY-ST-LEGER - VILLENEUVE-ST-GEORGES (GARE RERD);1
